,REFTYPE,SESSION_IDENTIFIER,FRAME,WORLDPOSX,WORLDPOSY,WORLDPOSZ
72,RIGHT,14023301428294605882,2081,630.9833984375,-423.2130126953125,3.058765411376953
73,RIGHT,14023301428294605882,2082,630.4453125,-423.3253173828125,3.0579488277435303
74,RIGHT,14023301428294605882,2083,629.73095703125,-423.4757080078125,3.05749773979187
75,RIGHT,14023301428294605882,2084,629.1993408203125,-423.5885009765625,3.056983709335327
76,RIGHT,14023301428294605882,2271,592.7096557617188,-510.2771911621094,3.413565397262573
77,RIGHT,14023301428294605882,85,109.94334411621094,467.951904296875,3.1369144916534424
78,RIGHT,14023301428294605882,86,109.94334411621094,467.951904296875,3.1369144916534424
79,RIGHT,14023301428294605882,87,109.94334411621094,467.951904296875,3.1369144916534424
80,RIGHT,14023301428294605882,89,109.94334411621094,467.951904296875,3.1369144916534424
81,RIGHT,14023301428294605882,92,109.94334411621094,467.951904296875,3.1369144916534424
82,RIGHT,14023301428294605882,384,-327.803466796875,684.5048828125,2.969913959503174
83,RIGHT,14023301428294605882,386,-325.79254150390625,685.508544921875,2.99185848236084
84,RIGHT,14023301428294605882,388,-323.7592468261719,686.6220092773438,3.0111207962036133
85,RIGHT,14023301428294605882,389,-322.8866271972656,687.1312866210938,3.0187788009643555
86,RIGHT,14023301428294605882,390,-322.0089416503906,687.66259765625,3.0258657932281494
87,RIGHT,14023301428294605882,391,-320.8372802734375,688.4029541015625,3.034471273422241
88,RIGHT,14023301428294605882,392,-319.95751953125,688.9828491210938,3.0402371883392334
89,RIGHT,14023301428294605882,394,-317.9085998535156,690.4165649414062,3.0507960319519043
90,RIGHT,14023301428294605882,5598,-415.4676818847656,768.49169921875,2.903183937072754
91,RIGHT,14023301428294605882,5600,-414.1166687011719,766.1287841796875,2.908125162124634
92,RIGHT,14023301428294605882,6399,7.268571853637695,558.3572387695312,3.5043418407440186
93,RIGHT,14023301428294605882,5409,-529.8159790039062,865.1489868164062,3.002004861831665
94,RIGHT,14023301428294605882,5412,-527.5526733398438,865.817626953125,2.9871010780334477
95,RIGHT,14023301428294605882,5413,-526.8720092773438,866.0098266601562,2.9819695949554443
96,RIGHT,14023301428294605882,5418,-523.672607421875,866.84716796875,2.9597129821777344
97,RIGHT,14023301428294605882,5421,-521.6115112304688,867.3218383789062,2.947497129440308
98,RIGHT,14023301428294605882,6323,-25.018360137939453,594.4694213867188,3.3870534896850586
99,RIGHT,14023301428294605882,6325,-23.69135284423828,593.7643432617188,3.385473251342773
100,RIGHT,14023301428294605882,6327,-20.730945587158203,592.1177978515625,3.368159294128418
101,RIGHT,14023301428294605882,6328,-19.51243782043457,591.4013671875,3.3593966960906982
102,RIGHT,14023301428294605882,6332,-14.613679885864258,588.2134399414062,3.3448245525360107
103,RIGHT,14023301428294605882,6336,-11.257065773010254,585.6783447265625,3.346696376800537
104,RIGHT,14023301428294605882,6337,-10.014564514160156,584.6514892578125,3.349400520324707
105,RIGHT,14023301428294605882,6338,-9.123686790466309,583.8819580078125,3.35241961479187
106,RIGHT,14023301428294605882,6339,-8.262454986572266,583.1085205078125,3.355769157409668
107,RIGHT,14023301428294605882,6340,-7.435380935668945,582.3360595703125,3.3595218658447266
108,RIGHT,14023301428294605882,6342,-5.627083778381348,580.5390014648438,3.3690874576568604
109,RIGHT,14023301428294605882,4754,-653.8827514648438,516.0256958007812,4.164344787597656
110,RIGHT,14023301428294605882,4755,-654.5458374023438,518.1458129882812,4.164279937744141
111,RIGHT,14023301428294605882,4756,-655.0419311523438,519.7346801757812,4.162709712982178
112,RIGHT,14023301428294605882,4760,-656.7128295898438,525.07080078125,4.136325359344482
113,RIGHT,14023301428294605882,4763,-658.4144897460938,530.443359375,4.1126627922058105
114,RIGHT,14023301428294605882,4764,-658.933349609375,532.0625,4.103075981140137
115,RIGHT,14023301428294605882,4767,-660.1571044921875,535.8495483398438,4.060828685760498
116,RIGHT,14023301428294605882,4771,-661.75390625,540.7467041015625,4.0369391441345215
117,RIGHT,14023301428294605882,4773,-663.00732421875,544.571533203125,4.030839920043945
118,RIGHT,14023301428294605882,4776,-664.6284790039062,549.5245971679688,4.015617370605469
119,RIGHT,14023301428294605882,4777,-665.3511352539062,551.7327270507812,4.008764743804932
120,RIGHT,14023301428294605882,5372,-553.1556396484375,857.0399169921875,3.133701801300049
121,RIGHT,14023301428294605882,5373,-552.4866943359375,857.2816772460938,3.129968881607056
122,RIGHT,14023301428294605882,5376,-550.943359375,857.83935546875,3.120936393737793
123,RIGHT,14023301428294605882,5377,-550.07275390625,858.15478515625,3.1156606674194336
124,RIGHT,14023301428294605882,5382,-546.4570922851562,859.4618530273438,3.094107151031494
125,RIGHT,14023301428294605882,5390,-542.357177734375,860.939453125,3.0698907375335693
126,RIGHT,14023301428294605882,5391,-541.5568237304688,861.2239379882812,3.065685987472534
127,RIGHT,14023301428294605882,5392,-540.948486328125,861.4378051757812,3.0620458126068115
128,RIGHT,14023301428294605882,5394,-539.7239379882812,861.8665161132812,3.055556058883667
129,RIGHT,14023301428294605882,2522,580.8419799804688,-676.7981567382812,3.848145246505737
130,RIGHT,14023301428294605882,2523,580.507080078125,-677.0803833007812,3.848534345626831
131,RIGHT,14023301428294605882,2524,579.8305053710938,-677.6434936523438,3.850123882293701
132,RIGHT,14023301428294605882,2525,579.3175659179688,-678.0662231445312,3.848921298980713
133,RIGHT,14023301428294605882,2526,578.802734375,-678.4841918945312,3.84810471534729
134,RIGHT,14023301428294605882,2527,578.1087646484375,-679.0408325195312,3.850062847137451
135,RIGHT,14023301428294605882,2528,577.5848999023438,-679.4568481445312,3.8511693477630615
136,RIGHT,14023301428294605882,1656,660.160888671875,-265.2283020019531,2.738274574279785
137,RIGHT,14023301428294605882,1658,662.185302734375,-268.3360595703125,2.730077743530273
138,RIGHT,14023301428294605882,1659,663.055419921875,-269.6757202148437,2.7231128215789795
139,RIGHT,14023301428294605882,1662,665.942138671875,-274.1454162597656,2.7086374759674072
140,RIGHT,14023301428294605882,1663,666.8070678710938,-275.49078369140625,2.7078421115875244
141,RIGHT,14023301428294605882,1669,672.2719116210938,-284.0565185546875,2.68180251121521
142,RIGHT,14023301428294605882,1572,589.7338256835938,-168.0529022216797,3.1164021492004395
143,RIGHT,14023301428294605882,2195,591.0115356445312,-458.17486572265625,3.168562412261963
144,RIGHT,14023301428294605882,2196,590.9330444335938,-458.673828125,3.1707804203033447
145,RIGHT,14023301428294605882,2197,590.860107421875,-459.17877197265625,3.173269748687744
146,RIGHT,14023301428294605882,2198,590.77099609375,-459.8601684570313,3.176591634750366
147,RIGHT,14023301428294605882,2199,590.7101440429688,-460.37933349609375,3.178874015808105
148,RIGHT,14023301428294605882,2200,590.6367797851562,-461.0806884765625,3.1816859245300293
149,RIGHT,14023301428294605882,2202,590.5874633789062,-461.6135559082031,3.1841509342193604
150,RIGHT,14023301428294605882,2203,590.5426635742188,-462.1527099609375,3.187101125717163
151,RIGHT,14023301428294605882,2204,590.5029296875,-462.6974182128906,3.190410852432251
152,RIGHT,14023301428294605882,2205,590.45654296875,-463.4313354492188,3.1942391395568848
153,RIGHT,14023301428294605882,2206,590.4267578125,-463.9896240234375,3.1968374252319336
154,RIGHT,14023301428294605882,2207,590.3941040039062,-464.74212646484375,3.200787305831909
155,RIGHT,14023301428294605882,2402,599.2581787109375,-623.572509765625,3.6528725624084473
156,RIGHT,14023301428294605882,2403,599.3050537109375,-624.35888671875,3.6565680503845215
157,RIGHT,14023301428294605882,2404,599.3402099609375,-624.9430541992188,3.6583945751190186
158,RIGHT,14023301428294605882,2406,599.3740844726562,-625.5209350585938,3.659958839416504
159,RIGHT,14023301428294605882,2407,599.4183349609375,-626.282958984375,3.6621129512786874
160,RIGHT,14023301428294605882,2408,599.4505615234375,-626.8477783203125,3.664081573486328
161,RIGHT,14023301428294605882,2409,599.4827880859375,-627.4066162109375,3.6653566360473633
162,RIGHT,14023301428294605882,2410,599.5130615234375,-627.9607543945312,3.666114807128906
163,RIGHT,14023301428294605882,2411,599.5423583984375,-628.5115966796875,3.666539192199707
164,RIGHT,14023301428294605882,2412,599.5802612304688,-629.2357177734375,3.667268753051758
165,RIGHT,14023301428294605882,2413,599.6066284179688,-629.7730712890625,3.667879819869995
166,RIGHT,14023301428294605882,1634,640.9552612304688,-236.5418243408203,2.841059923171997
167,RIGHT,14023301428294605882,1642,647.6629638671875,-246.4119873046875,2.806886672973633
168,RIGHT,14023301428294605882,1647,651.4461669921875,-252.04562377929688,2.787968635559082
169,RIGHT,14023301428294605882,3003,224.0341339111328,-856.5416259765625,2.90322494506836
170,RIGHT,14023301428294605882,3004,223.4862823486328,-856.2037353515625,2.910759925842285
171,RIGHT,14023301428294605882,3005,222.9416046142578,-855.85546875,2.917839765548706
172,RIGHT,14023301428294605882,3007,221.86329650878903,-855.1304931640625,2.930535078048706
173,RIGHT,14023301428294605882,3008,221.150634765625,-854.626953125,2.938116788864136
174,RIGHT,14023301428294605882,3796,-10.698081970214844,-111.7459487915039,3.642036676406861
175,RIGHT,14023301428294605882,3797,-10.832499504089355,-110.08700561523438,3.63496732711792
176,RIGHT,14023301428294605882,4127,-156.05606079101562,154.90951538085938,3.6408028602600098
177,RIGHT,14023301428294605882,4251,-257.2700500488281,238.49868774414065,3.642511129379273
178,RIGHT,14023301428294605882,4252,-258.0570373535156,238.95433044433597,3.640093326568604
179,RIGHT,14023301428294605882,4253,-258.84991455078125,239.39442443847656,3.6382668018341056
180,RIGHT,14023301428294605882,4255,-259.90826416015625,239.9503631591797,3.636829614639282
181,RIGHT,14023301428294605882,4258,-260.7040100097656,240.34356689453125,3.636284589767456
182,RIGHT,14023301428294605882,4259,-261.4984436035156,240.71478271484372,3.635390996932984
183,RIGHT,14023301428294605882,4260,-262.2928771972656,241.0640106201172,3.633676052093506
184,RIGHT,14023301428294605882,4261,-263.0873107910156,241.39100646972656,3.63139533996582
185,RIGHT,14023301428294605882,4262,-264.14410400390625,241.7906494140625,3.6285183429718018
186,RIGHT,14023301428294605882,4263,-264.9345092773437,242.0631103515625,3.626333236694336
187,RIGHT,14023301428294605882,4264,-265.72247314453125,242.31204223632807,3.6238951683044434
188,RIGHT,14023301428294605882,4445,-395.7196960449219,234.4461212158203,3.468362808227539
189,RIGHT,14023301428294605882,2588,540.7139892578125,-708.2637329101562,3.9116058349609375
190,RIGHT,14023301428294605882,2590,538.9712524414062,-709.5736083984375,3.907787799835205
191,RIGHT,14023301428294605882,2860,299.8612670898437,-835.4596557617188,3.1302804946899414
192,RIGHT,14023301428294605882,2862,297.9180603027344,-836.5767211914062,3.121792316436768
193,RIGHT,14023301428294605882,2864,296.8288879394531,-837.2079467773438,3.1197328567504883
194,RIGHT,14023301428294605882,2866,295.22076416015625,-838.1458129882812,3.115800619125366
195,RIGHT,14023301428294605882,2868,293.64361572265625,-839.072021484375,3.1084189414978027
196,RIGHT,14023301428294605882,2871,291.1060791015625,-840.5721435546875,3.100167751312256
197,RIGHT,14023301428294605882,2873,289.664794921875,-841.4310302734375,3.100574493408203
198,RIGHT,14023301428294605882,2875,288.75152587890625,-841.9786987304688,3.1006124019622803
199,RIGHT,14023301428294605882,2876,288.0924377441406,-842.3759765625,3.100088119506836
200,RIGHT,14023301428294605882,2879,286.068115234375,-843.6113891601562,3.094649076461792
201,RIGHT,14023301428294605882,2881,284.8092041015625,-844.394775390625,3.091533660888672
202,RIGHT,14023301428294605882,4462,-401.9124755859375,239.9181060791016,3.4661624431610107
203,RIGHT,14023301428294605882,4464,-402.3401184082031,240.29837036132807,3.4677233695983887
204,RIGHT,14023301428294605882,2578,547.9974365234375,-702.7557983398438,3.919009923934937
205,RIGHT,14023301428294605882,2579,547.2864379882812,-703.2957763671875,3.9201717376708975
206,RIGHT,14023301428294605882,2581,546.3311157226562,-704.01953125,3.92022705078125
207,RIGHT,14023301428294605882,2582,545.6094360351562,-704.5667114257812,3.9192631244659424
208,RIGHT,14023301428294605882,2583,544.6439819335938,-705.2981567382812,3.9172513484954834
209,RIGHT,14023301428294605882,2584,543.9135131835938,-705.8505249023438,3.915109157562256
210,RIGHT,14023301428294605882,2585,543.1810913085938,-706.4042358398438,3.9136250019073486
211,RIGHT,14023301428294605882,2586,542.4445190429688,-706.9600219726562,3.912678241729736
212,RIGHT,14023301428294605882,2587,541.4581298828125,-707.7031860351562,3.9122233390808105
213,RIGHT,14023301428294605882,2543,569.4777221679688,-685.857666015625,3.858546018600464
214,RIGHT,14023301428294605882,2551,565.3668212890625,-689.1473388671875,3.880796194076538
215,RIGHT,14023301428294605882,2555,563.4287109375,-690.6972045898438,3.890801906585693
216,RIGHT,14023301428294605882,2561,559.7910766601562,-693.596435546875,3.9038825035095215
217,RIGHT,14023301428294605882,2562,559.1663208007812,-694.0921020507812,3.90628719329834
218,RIGHT,14023301428294605882,2567,555.5265502929688,-696.959228515625,3.915233850479126
219,RIGHT,14023301428294605882,1770,716.6760864257812,-362.42095947265625,2.847419500350952
220,RIGHT,14023301428294605882,1772,716.9669189453125,-363.0489196777344,2.8478517532348637
221,RIGHT,14023301428294605882,1774,717.1814575195312,-363.5140686035156,2.848283052444458
222,RIGHT,14023301428294605882,1776,717.4636840820312,-364.1246643066406,2.849050045013428
223,RIGHT,14023301428294605882,6158,-173.12156677246094,725.9532470703125,2.6477420330047607
224,RIGHT,14023301428294605882,6160,-171.8480224609375,724.7413330078125,2.6512742042541504
225,RIGHT,14023301428294605882,6166,-167.9109344482422,720.9813232421875,2.670515537261963
226,RIGHT,14023301428294605882,6167,-167.32254028320312,720.417724609375,2.6744892597198486
227,RIGHT,14023301428294605882,6168,-166.7234344482422,719.84326171875,2.6781063079833984
228,RIGHT,14023301428294605882,6178,-159.42169189453125,712.7975463867188,2.71414852142334
229,RIGHT,14023301428294605882,6185,-153.8560028076172,707.4157104492188,2.7522757053375244
230,RIGHT,14023301428294605882,6186,-152.78733825683594,706.3882446289062,2.7606089115142822
231,RIGHT,14023301428294605882,3021,214.57318115234372,-849.4121704101562,2.9884066581726074
232,RIGHT,14023301428294605882,3023,213.2806854248047,-848.3652954101562,2.9967851638793945
233,RIGHT,14023301428294605882,6669,109.48650360107422,453.6709899902344,3.0342354774475098
234,RIGHT,14023301428294605882,6679,112.24954986572266,451.0053405761719,3.011599063873291
235,RIGHT,14023301428294605882,4353,-340.7721862792969,236.9285125732422,3.446095943450928
236,RIGHT,14023301428294605882,4354,-341.6877136230469,236.7852020263672,3.4431521892547607
237,RIGHT,14023301428294605882,4355,-342.9064636230469,236.59591674804688,3.438729047775269
238,RIGHT,14023301428294605882,4356,-343.8219909667969,236.45497131347656,3.4348011016845703
239,RIGHT,14023301428294605882,2719,436.0977478027344,-777.4409790039062,3.5440237522125244
240,RIGHT,14023301428294605882,2720,435.1700134277344,-777.8511352539062,3.5442726612091064
241,RIGHT,14023301428294605882,2722,433.3140258789063,-778.6626586914062,3.542465686798096
242,RIGHT,14023301428294605882,2723,432.3836364746094,-779.0659790039062,3.5434489250183105
243,RIGHT,14023301428294605882,2726,429.2829895019531,-780.3938598632812,3.5433337688446045
244,RIGHT,14023301428294605882,2727,428.0432434082031,-780.9185791015625,3.542354106903076
245,RIGHT,14023301428294605882,2729,427.1106262207031,-781.31201171875,3.540457248687744
246,RIGHT,14023301428294605882,2730,425.8723449707031,-781.8318481445312,3.538546562194824
247,RIGHT,14023301428294605882,4357,-345.0407409667969,236.26898193359372,3.4282517433166504
248,RIGHT,14023301428294605882,4358,-345.9539489746094,236.1309814453125,3.423346996307373
249,RIGHT,14023301428294605882,4359,-346.8645324707031,235.99447631835935,3.4182024002075195
250,RIGHT,14023301428294605882,2713,440.4111633300781,-775.4925537109375,3.5604143142700195
251,RIGHT,14023301428294605882,2714,439.4890441894531,-775.9151611328125,3.553417921066284
252,RIGHT,14023301428294605882,2716,437.332763671875,-776.8897705078125,3.546217203140259
253,RIGHT,14023301428294605882,4426,-388.3749694824219,231.2921142578125,3.4487297534942627
254,RIGHT,14023301428294605882,4427,-388.7279357910156,231.343994140625,3.449833869934082
255,RIGHT,14023301428294605882,4428,-389.2016296386719,231.4269561767578,3.451172351837158
256,RIGHT,14023301428294605882,4429,-389.5599060058594,231.5004425048828,3.452751636505127
257,RIGHT,14023301428294605882,4430,-389.9203796386719,231.58383178710935,3.4549152851104736
258,RIGHT,14023301428294605882,4431,-390.4041748046875,231.71051025390625,3.458101511001587
259,RIGHT,14023301428294605882,4432,-390.7684020996094,231.8174743652344,3.460664987564087
260,RIGHT,14023301428294605882,4433,-391.2547302246094,231.97628784179688,3.463662624359131
261,RIGHT,14023301428294605882,2820,338.3991394042969,-816.5826416015625,3.2328717708587646
262,RIGHT,14023301428294605882,2821,337.4274597167969,-816.974853515625,3.229795455932617
263,RIGHT,14023301428294605882,2823,335.4857482910156,-817.7664794921875,3.2258083820343018
264,RIGHT,14023301428294605882,2824,334.5160217285156,-818.166015625,3.223874092102051
265,RIGHT,14023301428294605882,2826,333.54766845703125,-818.5689697265625,3.2214930057525635
266,RIGHT,14023301428294605882,2827,332.2586669921875,-819.1117553710938,3.218923568725586
267,RIGHT,14023301428294605882,2829,330.3204345703125,-819.9424438476562,3.21545672416687
268,RIGHT,14023301428294605882,2830,329.0484619140625,-820.4977416992188,3.2129833698272705
269,RIGHT,14023301428294605882,2832,327.1330261230469,-821.3505249023438,3.207275390625
270,RIGHT,14023301428294605882,4460,-400.9521179199219,239.05821228027344,3.4628162384033203
271,RIGHT,14023301428294605882,4461,-401.4928588867188,239.54335021972656,3.464637517929077
272,RIGHT,14023301428294605882,4465,-402.92816162109375,240.8186187744141,3.469813585281372
273,RIGHT,14023301428294605882,4466,-403.38128662109375,241.2174224853516,3.4715278148651123
274,RIGHT,14023301428294605882,4467,-403.8453063964844,241.6241455078125,3.473513603210449
275,RIGHT,14023301428294605882,4468,-404.3195495605469,242.03842163085935,3.47568678855896
276,RIGHT,14023301428294605882,2633,504.8675842285156,-735.46044921875,3.8389856815338135
277,RIGHT,14023301428294605882,2634,504.1235656738281,-736.02392578125,3.8344576358795166
278,RIGHT,14023301428294605882,3511,-100.57350158691406,-520.3338012695312,3.575082302093506
279,RIGHT,14023301428294605882,3513,-100.63816833496094,-518.9740600585938,3.5705454349517822
280,RIGHT,14023301428294605882,3516,-100.6971664428711,-517.6121215820312,3.5658979415893555
281,RIGHT,14023301428294605882,3518,-100.76703643798828,-515.7924194335938,3.559723377227783
282,RIGHT,14023301428294605882,2635,503.1331787109375,-736.77392578125,3.830443859100342
283,RIGHT,14023301428294605882,2643,496.6773071289063,-741.6075439453125,3.804370403289795
284,RIGHT,14023301428294605882,2645,495.1812133789063,-742.7117919921875,3.797799587249756
285,RIGHT,14023301428294605882,3943,-45.12027740478516,17.926156997680664,3.7693607807159424
286,RIGHT,14023301428294605882,3945,-45.63396453857422,19.003271102905277,3.772194147109986
287,RIGHT,14023301428294605882,3947,-46.15129852294922,20.083675384521484,3.7754604816436768
288,RIGHT,14023301428294605882,3948,-46.66981887817383,21.16345977783203,3.7785720825195312
289,RIGHT,14023301428294605882,3949,-47.19584274291992,22.240375518798828,3.7804982662200928
290,RIGHT,14023301428294605882,3950,-47.72749328613281,23.31654357910156,3.781586170196533
291,RIGHT,14023301428294605882,3951,-48.26078796386719,24.391801834106445,3.783142566680908
292,RIGHT,14023301428294605882,3952,-48.97807693481445,25.82663917541504,3.7863929271698
293,RIGHT,14023301428294605882,3953,-49.51994705200195,26.90187263488769,3.789658069610596
294,RIGHT,14023301428294605882,3954,-50.24711608886719,28.338626861572266,3.795633792877197
295,RIGHT,14023301428294605882,3955,-50.799800872802734,29.411062240600582,3.799482345581055
296,RIGHT,14023301428294605882,1075,375.5399475097656,189.44012451171875,2.295044183731079
297,RIGHT,14023301428294605882,1076,375.5461120605469,189.0380096435547,2.300154685974121
298,RIGHT,14023301428294605882,1077,375.5338439941406,188.6411895751953,2.30540132522583
299,RIGHT,14023301428294605882,1078,375.5034790039063,188.25067138671875,2.3109593391418457
300,RIGHT,14023301428294605882,1079,375.4553833007813,187.86610412597656,2.316391468048096
301,RIGHT,14023301428294605882,1080,375.39068603515625,187.4898681640625,2.320818901062012
302,RIGHT,14023301428294605882,1081,375.2798156738281,187.00198364257807,2.3248560428619385
303,RIGHT,14023301428294605882,1082,375.18017578125,186.64773559570312,2.325500965118408
304,RIGHT,14023301428294605882,1083,375.06829833984375,186.30648803710935,2.323070526123047
305,RIGHT,14023301428294605882,1084,374.9439086914063,185.97866821289065,2.320096015930176
306,RIGHT,14023301428294605882,1085,374.7606506347656,185.5638885498047,2.319298267364502
307,RIGHT,14023301428294605882,1086,374.6120910644531,185.2695159912109,2.32230806350708
308,RIGHT,14023301428294605882,3206,77.8090591430664,-810.5011596679688,3.389765501022339
309,RIGHT,14023301428294605882,3208,76.74176025390625,-810.30712890625,3.391547679901123
310,RIGHT,14023301428294605882,3212,74.24118041992188,-809.8257446289062,3.401197671890259
311,RIGHT,14023301428294605882,3218,70.6246337890625,-809.0675048828125,3.4144179821014404
312,RIGHT,14023301428294605882,3221,68.4345932006836,-808.57177734375,3.4192440509796143
313,RIGHT,14023301428294605882,3223,66.96556854248047,-808.223388671875,3.4235730171203613
314,RIGHT,14023301428294605882,1314,373.5648193359375,51.84304428100586,3.1166861057281494
